"id_unidade";"unidade";"natureza_despesa";"valor";
"9133";"AUDACES AUTOMAÇÃO E INFORMÁTICA INDUSTRIAL";"CUSTEIO";"R$        30.000,00";
"9133";"AUDACES AUTOMAÇÃO E INFORMÁTICA INDUSTRIAL";"DIÁRIAS";"R$         4.571,26";
"9133";"AUDACES AUTOMAÇÃO E INFORMÁTICA INDUSTRIAL";"PASSAGENS";"R$             0,00";
"9133";"AUDACES AUTOMAÇÃO E INFORMÁTICA INDUSTRIAL";"SERV. PESSOA JURÍDICA";"R$             0,00";
"11071";"AULAS DE MUSICALIZAÇÃO E CANTO AOS MEMBROS DO CORAL INFANTIL DA UFRN (2017.2)";"CUSTEIO";"R$        10.000,00";
"11071";"AULAS DE MUSICALIZAÇÃO E CANTO AOS MEMBROS DO CORAL INFANTIL DA UFRN (2017.2)";"SERV. PESSOA FÍSICA";"R$         7.525,00";
"10076";"AULAS PÚBLICAS: CURRÍCULO E REFORMA DO CURSO DE PEDAGOGIA - TEMÁTICAS DA TRADIÇÃO E DA CONTEMPORANEIDADE";"CUSTEIO";"R$         3.022,30";
"10076";"AULAS PÚBLICAS: CURRÍCULO E REFORMA DO CURSO DE PEDAGOGIA - TEMÁTICAS DA TRADIÇÃO E DA CONTEMPORANEIDADE";"SERV. PESSOA FÍSICA";"R$             0,00";
"11119";"AUTORES LATINO-AMERICANOS EM PSICOLOGIA E O TEMA DAS POLÍTICAS SOCIAIS";"CUSTEIO";"R$         5.000,00";
"11119";"AUTORES LATINO-AMERICANOS EM PSICOLOGIA E O TEMA DAS POLÍTICAS SOCIAIS";"EQUIP. MATERIAL PERMANENTE";"R$         4.105,00";
"10884";"AUXÍLIO ALIMENTAÇÃO EM ESPÉCIE(CERES,FACISA/EMCM)";"CUSTEIO";"R$     1.250.000,00";
"7053";"AUXÍLIO ATLETA";"AUX. FINANCEIRO ESTUDANTE";"R$        98.000,00";
"7053";"AUXÍLIO ATLETA";"CUSTEIO";"R$       376.800,00";
"7054";"AUXILIO CRECHE";"AUX. FINANCEIRO ESTUDANTE";"R$       111.700,00";
"7054";"AUXILIO CRECHE";"CUSTEIO";"R$       884.500,00";
"7858";"AUXILIO ÓCULOS - PROAE";"AUX. FINANCEIRO ESTUDANTE";"R$       188.638,09";
"7858";"AUXILIO ÓCULOS - PROAE";"CUSTEIO";"R$       230.200,00";
"11115";"AVALIAÇÃO DA EFETIVIDADE DO MÉTODO PILATES EM SOLO NO TRATAMENTO DE MULHERES COM FIBROMIALGIA EM SANTA CRUZ-RN";"CUSTEIO";"R$         6.094,00";
"11115";"AVALIAÇÃO DA EFETIVIDADE DO MÉTODO PILATES EM SOLO NO TRATAMENTO DE MULHERES COM FIBROMIALGIA EM SANTA CRUZ-RN";"PASSAGENS";"R$             0,00";
"11115";"AVALIAÇÃO DA EFETIVIDADE DO MÉTODO PILATES EM SOLO NO TRATAMENTO DE MULHERES COM FIBROMIALGIA EM SANTA CRUZ-RN";"SERV. PESSOA JURÍDICA";"R$           594,67";
"8201";"AVALIAÇÃO E IMPLANTAÇÃO DE BIODIGESTORES EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE/RN NA PERSPECTIVA AGROECOLÓGICA";"CAPITAL";"R$         8.400,00";
"8201";"AVALIAÇÃO E IMPLANTAÇÃO DE BIODIGESTORES EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE/RN NA PERSPECTIVA AGROECOLÓGICA";"CUSTEIO";"R$        27.149,00";
"8201";"AVALIAÇÃO E IMPLANTAÇÃO DE BIODIGESTORES EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE/RN NA PERSPECTIVA AGROECOLÓGICA";"DIÁRIAS";"R$             0,00";
"8201";"AVALIAÇÃO E IMPLANTAÇÃO DE BIODIGESTORES EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE/RN NA PERSPECTIVA AGROECOLÓGICA";"EQUIP. MATERIAL PERMANENTE";"R$         7.988,99";
"8201";"AVALIAÇÃO E IMPLANTAÇÃO DE BIODIGESTORES EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE/RN NA PERSPECTIVA AGROECOLÓGICA";"MAT. CONSUMO";"R$        20.661,51";
"8201";"AVALIAÇÃO E IMPLANTAÇÃO DE BIODIGESTORES EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE/RN NA PERSPECTIVA AGROECOLÓGICA";"SERV. PESSOA JURÍDICA";"R$         3.513,60";
"9992";"BANDA BRAILLE PONTO POSITIVO";"CUSTEIO";"R$         4.268,46";
"10738";"BANDA BRAILLE PONTO POSITIVO";"CUSTEIO";"R$         2.065,60";
"9992";"BANDA BRAILLE PONTO POSITIVO";"EQUIP. MATERIAL PERMANENTE";"R$         4.268,46";
"10738";"BANDA BRAILLE PONTO POSITIVO";"OBRIGAÇÕES PATRONAIS";"R$           322,40";
"10738";"BANDA BRAILLE PONTO POSITIVO";"SERV. PESSOA FÍSICA";"R$         1.612,00";
"10800";"BANDA DE MÚSICA DA ESCOLA AGRÍCOLA DE JUNDIAÍ";"CUSTEIO";"R$         3.600,00";
"10800";"BANDA DE MÚSICA DA ESCOLA AGRÍCOLA DE JUNDIAÍ";"OBRIGAÇÕES PATRONAIS";"R$           600,00";
"10800";"BANDA DE MÚSICA DA ESCOLA AGRÍCOLA DE JUNDIAÍ";"SERV. PESSOA FÍSICA";"R$         3.000,00";
"10004";"BANDA DE MÚSICA DA ESCOLA AGRÍCOLA DE JUNDIAÍ  CANTANDO, TOCANDO E ENCANTANDO PELA MÚSICA.";"CUSTEIO";"R$         3.000,00";
"10004";"BANDA DE MÚSICA DA ESCOLA AGRÍCOLA DE JUNDIAÍ  CANTANDO, TOCANDO E ENCANTANDO PELA MÚSICA.";"MAT. CONSUMO";"R$         1.199,66";
"10004";"BANDA DE MÚSICA DA ESCOLA AGRÍCOLA DE JUNDIAÍ  CANTANDO, TOCANDO E ENCANTANDO PELA MÚSICA.";"OBRIGAÇÕES PATRONAIS";"R$           300,00";
"10004";"BANDA DE MÚSICA DA ESCOLA AGRÍCOLA DE JUNDIAÍ  CANTANDO, TOCANDO E ENCANTANDO PELA MÚSICA.";"SERV. PESSOA FÍSICA";"R$         1.500,00";
"7512";"BANDA MARCIAL DA ESCOLA AGRÍCOLA DE JUNDIAÍ";"CUSTEIO";"R$         3.735,74";
"7512";"BANDA MARCIAL DA ESCOLA AGRÍCOLA DE JUNDIAÍ";"DIÁRIAS";"R$         1.040,71";
"7512";"BANDA MARCIAL DA ESCOLA AGRÍCOLA DE JUNDIAÍ";"EQUIP. MATERIAL PERMANENTE";"R$           562,00";
"9987";"BANDA SINFÔNICA";"CUSTEIO";"R$         3.000,00";
"10735";"BANDA SINFÔNICA";"CUSTEIO";"R$         5.000,00";
"9987";"BANDA SINFÔNICA";"OBRIGAÇÕES PATRONAIS";"R$             0,00";
"9987";"BANDA SINFÔNICA";"SERV. PESSOA FÍSICA";"R$             0,00";
"7411";"BANDO DE SAX";"AUX. FINANCEIRO ESTUDANTE";"R$             0,00";
"7411";"BANDO DE SAX";"CUSTEIO";"R$         2.000,00";
"7411";"BANDO DE SAX";"DIÁRIAS";"R$             0,00";
"7411";"BANDO DE SAX";"OBRIGAÇÕES PATRONAIS";"R$             0,00";
"7411";"BANDO DE SAX";"PASSAGENS";"R$             0,00";
"7411";"BANDO DE SAX";"SERV. PESSOA JURÍDICA";"R$             0,00";
"7498";"BANDO DE SAX 2013";"CUSTEIO";"R$         5.928,00";
"7498";"BANDO DE SAX 2013";"EQUIP. MATERIAL PERMANENTE";"R$         1.618,00";
"7498";"BANDO DE SAX 2013";"OBRIGAÇÕES PATRONAIS";"R$             0,00";
"7498";"BANDO DE SAX 2013";"SERV. PESSOA FÍSICA";"R$             0,00";
"8333";"BANDO DE SAX 2014";"CUSTEIO";"R$         6.000,00";
"8333";"BANDO DE SAX 2014";"OBRIGAÇÕES PATRONAIS";"R$           252,00";
"8333";"BANDO DE SAX 2014";"SERV. PESSOA FÍSICA";"R$         1.260,00";
"9364";"BANDO DE SAX 2015 (2015)";"CUSTEIO";"R$         2.310,00";
"9364";"BANDO DE SAX 2015 (2015)";"OBRIGAÇÕES PATRONAIS";"R$           380,00";
"9364";"BANDO DE SAX 2015 (2015)";"SERV. PESSOA FÍSICA";"R$         1.900,00";
"9985";"BANDO DE SAX 2016";"CUSTEIO";"R$         4.000,00";
"9985";"BANDO DE SAX 2016";"OBRIGAÇÕES PATRONAIS";"R$             0,00";
"9985";"BANDO DE SAX 2016";"SERV. PESSOA FÍSICA";"R$             0,00";
"10734";"BANDO DE SAX 2017";"CUSTEIO";"R$         3.000,00";
"10734";"BANDO DE SAX 2017";"OBRIGAÇÕES PATRONAIS";"R$           400,00";
"10734";"BANDO DE SAX 2017";"SERV. PESSOA FÍSICA";"R$         2.000,00";
"6882";"BANDO DE SAX - GRUPO DE SAXOFONES DA UFRN";"CUSTEIO";"R$         5.330,00";
"6882";"BANDO DE SAX - GRUPO DE SAXOFONES DA UFRN";"MAT. CONSUMO";"R$         5.290,00";
"2473";"BANESPA 116/02";"AUX. FINANCEIRO ESTUDANTE";"R$           200,00";
"9325";"BANHO NO RECÉM-NASCIDO: GARANTINDO O CONFORTO - EXPERIÊNCIA DE DISCENTES, PROFISSIONAIS E PAIS (2015)";"CUSTEIO";"R$         3.150,00";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"AUX. FINANCEIRO ESTUDANTE";"R$         2.060,20";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"CAPITAL";"R$           500,00";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"CUSTEIO";"R$     5.736.276,70";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"DIÁRIAS";"R$        52.841,49";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"DIV.EXERCÍCIOS ANTERIORES";"R$           449,16";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"EQUIP. MATERIAL PERMANENTE";"R$       433.840,51";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"INDENIZAÇÕES E RESTITUIÇÕE";"R$         3.123,00";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"LOC. MÃO-DE-OBRA";"R$     2.863.657,09";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"MAT. CONSUMO";"R$       875.402,97";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"OBRIGAÇÕES CONTRIBUTIVAS";"R$           210,00";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"OBRIGAÇÕES PATRONAIS";"R$         3.171,00";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"PAGAMENTO DE CAPITAL";"R$        65.589,18";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"PASSAGENS";"R$        65.997,35";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"SERV. PESSOA FÍSICA";"R$        15.247,00";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"SERV. PESSOA JURÍDICA";"R$     1.666.193,76";
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"TRANF.PJ";"R$        52.232,74";
"6027";"BIBLIOTECA SETORIAL DA ESCOLA DE MÚSICA";"CUSTEIO";"R$           380,00";
"9976";"BIG BAND JERIMUM JAZZ";"CUSTEIO";"R$         5.000,00";
"10725";"BIG BAND JERIMUM JAZZ";"CUSTEIO";"R$         3.518,00";
"9976";"BIG BAND JERIMUM JAZZ";"OBRIGAÇÕES PATRONAIS";"R$             0,00";
"10725";"BIG BAND JERIMUM JAZZ";"OBRIGAÇÕES PATRONAIS";"R$           422,00";
"9976";"BIG BAND JERIMUM JAZZ";"SERV. PESSOA FÍSICA";"R$             0,00";
"10725";"BIG BAND JERIMUM JAZZ";"SERV. PESSOA FÍSICA";"R$         2.110,00";
"9976";"BIG BAND JERIMUM JAZZ";"SERV. PESSOA JURÍDICA";"R$         2.116,00";
"10725";"BIG BAND JERIMUM JAZZ";"SERV. PESSOA JURÍDICA";"R$           950,00";
"11014";"BIG DATA DAY";"CUSTEIO";"R$         1.500,00";
"11014";"BIG DATA DAY";"PASSAGENS";"R$             0,00";
"11014";"BIG DATA DAY";"SERV. PESSOA JURÍDICA";"R$           186,10";
"5576";"BNB Nº 156/10 - EDUCAÇÃO";"SERV. PESSOA FÍSICA";"R$         2.700,00";
"5576";"BNB Nº 156/10 - EDUCAÇÃO";"SERV. PESSOA JURÍDICA";"R$        67.300,00";
"11009";"BOAS PRÁTICAS NO GERENCIAMENTO DE RESÍDUOS PERIGOSOS";"CUSTEIO";"R$         5.000,00";
"5131";"BOLSA AUX. ALIMENTAÇÃO ESPECIAL";"AUX. FINANCEIRO ESTUDANTE";"R$       264.550,00";
"5131";"BOLSA AUX. ALIMENTAÇÃO ESPECIAL";"CUSTEIO";"R$        55.700,00";
"5136";"BOLSA AUX.MORADIA (EM ESPÉCIE)";"AUX. FINANCEIRO ESTUDANTE";"R$     3.409.300,00";
"5136";"BOLSA AUX.MORADIA (EM ESPÉCIE)";"CUSTEIO";"R$    23.529.150,00";
"5136";"BOLSA AUX.MORADIA (EM ESPÉCIE)";"SERV. PESSOA JURÍDICA";"R$             0,00";
"1472";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DA UFRN";"AUX. FINANCEIRO ESTUDANTE";"R$    20.399.106,63";
"1472";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DA UFRN";"CUSTEIO";"R$    15.537.839,00";
"1472";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DA UFRN";"SERV. PESSOA JURÍDICA";"R$       191.200,00";
"1485";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DOS CENTRO";"AUX. FINANCEIRO ESTUDANTE";"R$    15.107.912,10";
"1485";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DOS CENTRO";"CUSTEIO";"R$    12.245.230,00";
"1485";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DOS CENTRO";"MAT. CONSUMO";"R$        22.950,00";
"1485";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DOS CENTRO";"SERV. PESSOA FÍSICA";"R$       212.000,00";
"1485";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DOS CENTRO";"SERV. PESSOA JURÍDICA";"R$     1.060.135,00";
"7859";"BOLSA ESPECIAL - ODONTOLOGIA - ÁGORA INTERIOR";"CUSTEIO";"R$       568.400,00";
"7859";"BOLSA ESPECIAL - ODONTOLOGIA - ÁGORA INTERIOR";"OBRIGAÇÕES PATRONAIS";"R$             0,00";
"7859";"BOLSA ESPECIAL - ODONTOLOGIA - ÁGORA INTERIOR";"PASSAGENS";"R$             0,00";
"10888";"BOLSA PERMANÊNCIA EMCM";"CUSTEIO";"R$       240.000,00";
"5154";"BOLSA PIBID/REUNI";"AUX. FINANCEIRO ESTUDANTE";"R$       619.700,00";
"5154";"BOLSA PIBID/REUNI";"CUSTEIO";"R$     6.120.090,00";
"5154";"BOLSA PIBID/REUNI";"SERV. PESSOA JURÍDICA";"R$        20.650,00";
"1486";"BOLSA PPQ INDUÇÃO";"AUX. FINANCEIRO ESTUDANTE";"R$       375.066,06";
"1486";"BOLSA PPQ INDUÇÃO";"CUSTEIO";"R$       401.222,78";
"1486";"BOLSA PPQ INDUÇÃO";"EQUIP. MATERIAL PERMANENTE";"R$        32.715,66";
"1486";"BOLSA PPQ INDUÇÃO";"SERV. PESSOA JURÍDICA";"R$       201.311,15";
"5607";"BOLSA/PROJETO/SESU/MEC";"AUX. FINANCEIRO ESTUDANTE";"R$     4.105.670,00";
"5607";"BOLSA/PROJETO/SESU/MEC";"CAPITAL";"R$        33.600,00";
"5607";"BOLSA/PROJETO/SESU/MEC";"CUSTEIO";"R$     3.321.087,30";
"5607";"BOLSA/PROJETO/SESU/MEC";"SERV. PESSOA FÍSICA";"R$       430.509,68";
"5611";"BOLSAS ASSOCIADAS";"AUX. FINANCEIRO ESTUDANTE";"R$     1.825.420,00";
"5611";"BOLSAS ASSOCIADAS";"CUSTEIO";"R$     1.387.329,07";
"5611";"BOLSAS ASSOCIADAS";"SERV. PESSOA JURÍDICA";"R$        30.800,00";
"1473";"BOLSAS EXTENSÃO";"AUX. FINANCEIRO ESTUDANTE";"R$    11.515.053,59";
"1473";"BOLSAS EXTENSÃO";"CUSTEIO";"R$    12.966.566,07";
"1473";"BOLSAS EXTENSÃO";"SERV. PESSOA FÍSICA";"R$     1.750.000,00";
"1473";"BOLSAS EXTENSÃO";"SERV. PESSOA JURÍDICA";"R$         4.900,00";
"1474";"BOLSAS PESQUISA";"AUX. FINANCEIRO ESTUDANTE";"R$    14.344.104,30";
"1474";"BOLSAS PESQUISA";"CUSTEIO";"R$     8.608.080,00";
"1474";"BOLSAS PESQUISA";"SERV. PESSOA JURÍDICA";"R$       211.750,00";
"5008";"BOLSA TRANSPORTES";"AUX. FINANCEIRO ESTUDANTE";"R$       932.127,09";
"5008";"BOLSA TRANSPORTES";"CUSTEIO";"R$     3.492.000,00";
"5008";"BOLSA TRANSPORTES";"PASSAGENS";"R$        43.105,50";
"5008";"BOLSA TRANSPORTES";"SERV. PESSOA JURÍDICA";"R$           552,00";
"9038";"BOLSA TUTORIAL INCLUSIVA - REUNI";"AUX. FINANCEIRO ESTUDANTE";"R$        98.000,00";
"10598";"BRINCADEIRA, ENSINO E APRENDIZAGEM: O USO DOS JOGOS EM SALA DE AULA ENQUANTO RECURSO PEDAGÓGICO PARA O ENSINO DA HISTÓRIA, COMO ESTÍMULO À COMPREENSÃO DO PAPEL E AÇÃO DO HISTORIADOR NO ENSINO, NA PESQ";"CUSTEIO";"R$         3.000,00";
"10598";"BRINCADEIRA, ENSINO E APRENDIZAGEM: O USO DOS JOGOS EM SALA DE AULA ENQUANTO RECURSO PEDAGÓGICO PARA O ENSINO DA HISTÓRIA, COMO ESTÍMULO À COMPREENSÃO DO PAPEL E AÇÃO DO HISTORIADOR NO ENSINO, NA PESQ";"EQUIP. MATERIAL PERMANENTE";"R$         1.101,69";
"10598";"BRINCADEIRA, ENSINO E APRENDIZAGEM: O USO DOS JOGOS EM SALA DE AULA ENQUANTO RECURSO PEDAGÓGICO PARA O ENSINO DA HISTÓRIA, COMO ESTÍMULO À COMPREENSÃO DO PAPEL E AÇÃO DO HISTORIADOR NO ENSINO, NA PESQ";"MAT. CONSUMO";"R$           645,51";
"10598";"BRINCADEIRA, ENSINO E APRENDIZAGEM: O USO DOS JOGOS EM SALA DE AULA ENQUANTO RECURSO PEDAGÓGICO PARA O ENSINO DA HISTÓRIA, COMO ESTÍMULO À COMPREENSÃO DO PAPEL E AÇÃO DO HISTORIADOR NO ENSINO, NA PESQ";"SERV. PESSOA JURÍDICA";"R$         1.545,52";
"10768";"BRINQUEDOS E BRINCADEIRAS DAS COMUNIDADES INDÍGENAS DO RIO GRANDE DO NORTE.";"CUSTEIO";"R$         3.388,00";
"10768";"BRINQUEDOS E BRINCADEIRAS DAS COMUNIDADES INDÍGENAS DO RIO GRANDE DO NORTE.";"LOC. MÃO-DE-OBRA";"R$             0,00";
"9906";"CADASTRAMENTO DE ALUNOS - GC";"CUSTEIO";"R$       255.000,00";
"9906";"CADASTRAMENTO DE ALUNOS - GC";"OBRIGAÇÕES CONTRIBUTIVAS";"R$         3.213,40";
"9906";"CADASTRAMENTO DE ALUNOS - GC";"OBRIGAÇÕES PATRONAIS";"R$         8.911,20";
"9906";"CADASTRAMENTO DE ALUNOS - GC";"SERV. PESSOA FÍSICA";"R$       213.253,00";
"9773";"CADE/MJ - TED Nº 01/2014 - SINFO";"SERV. PESSOA JURÍDICA";"R$       709.426,00";
"7052";"CAENE";"AUX. FINANCEIRO ESTUDANTE";"R$        96.800,00";
"7052";"CAENE";"CUSTEIO";"R$     1.132.124,24";
"7052";"CAENE";"DIÁRIAS";"R$            67,68";
"7052";"CAENE";"DIV.EXERCÍCIOS ANTERIORES";"R$             0,00";
"7052";"CAENE";"EQUIP. MATERIAL PERMANENTE";"R$       264.375,00";
"7052";"CAENE";"MAT. CONSUMO";"R$         2.249,19";
"7052";"CAENE";"OBRIGAÇÕES PATRONAIS";"R$             0,00";
"7052";"CAENE";"PASSAGENS";"R$         4.406,14";
"7052";"CAENE";"SERV. PESSOA FÍSICA";"R$             0,00";
"7052";"CAENE";"SERV. PESSOA JURÍDICA";"R$        59.183,67";
"5229";"CAMPUS DO CÉREBRO";"CAPITAL";"R$    49.334.998,00";
"5229";"CAMPUS DO CÉREBRO";"CUSTEIO";"R$       781.584,58";
"5229";"CAMPUS DO CÉREBRO";"DIÁRIAS";"R$         2.214,64";
"5229";"CAMPUS DO CÉREBRO";"EQUIP. MATERIAL PERMANENTE";"R$     2.862.918,40";
"5229";"CAMPUS DO CÉREBRO";"LOC. MÃO-DE-OBRA";"R$        72.090,86";
"5229";"CAMPUS DO CÉREBRO";"MAT. CONSUMO";"R$        42.484,05";
"5229";"CAMPUS DO CÉREBRO";"OBRAS E INSTALAÇÕES";"R$    49.380.930,59";
"5229";"CAMPUS DO CÉREBRO";"OBRIGAÇÕES CONTRIBUTIVAS";"R$           573,60";
"5229";"CAMPUS DO CÉREBRO";"PASSAGENS";"R$         6.894,01";
"5229";"CAMPUS DO CÉREBRO";"SERV. PESSOA JURÍDICA";"R$       193.239,96";
"448";"CAMPUS REGIONAL SUPERIOR DE MACAU";"AUX. FINANCEIRO ESTUDANTE";"R$           200,00";
"7442";"CAMPUS VIRTUAL: FERRAMENTAS DE INTERAÇÃO COM PATRIMÔNIO EDIFICADO DA UFRN";"CUSTEIO";"R$         2.000,00";
"7442";"CAMPUS VIRTUAL: FERRAMENTAS DE INTERAÇÃO COM PATRIMÔNIO EDIFICADO DA UFRN";"EQUIP. MATERIAL PERMANENTE";"R$         1.124,00";
"5995";"CANTO DELL´ARTE";"CUSTEIO";"R$         8.310,00";
"6476";"CAPACITAÇÃO DAS MULHERES RURAIS PARA FORTALECIMENTO DE INICIATIVAS EMPREENDEDORAS NA ÁREA DO PESCADO E AGRICULTURA FAMILIAR DO TERRITÓRIO DO MATO GRANDE/RN";"AUX. FINANCEIRO ESTUDANTE";"R$           360,00";
"6476";"CAPACITAÇÃO DAS MULHERES RURAIS PARA FORTALECIMENTO DE INICIATIVAS EMPREENDEDORAS NA ÁREA DO PESCADO E AGRICULTURA FAMILIAR DO TERRITÓRIO DO MATO GRANDE/RN";"CAPITAL";"R$        29.150,00";
"6476";"CAPACITAÇÃO DAS MULHERES RURAIS PARA FORTALECIMENTO DE INICIATIVAS EMPREENDEDORAS NA ÁREA DO PESCADO E AGRICULTURA FAMILIAR DO TERRITÓRIO DO MATO GRANDE/RN";"CUSTEIO";"R$        89.150,64";
"6476";"CAPACITAÇÃO DAS MULHERES RURAIS PARA FORTALECIMENTO DE INICIATIVAS EMPREENDEDORAS NA ÁREA DO PESCADO E AGRICULTURA FAMILIAR DO TERRITÓRIO DO MATO GRANDE/RN";"DIÁRIAS";"R$         7.764,47";
"6476";"CAPACITAÇÃO DAS MULHERES RURAIS PARA FORTALECIMENTO DE INICIATIVAS EMPREENDEDORAS NA ÁREA DO PESCADO E AGRICULTURA FAMILIAR DO TERRITÓRIO DO MATO GRANDE/RN";"DIV.EXERCÍCIOS ANTERIORES";"R$           185,00";
"6476";"CAPACITAÇÃO DAS MULHERES RURAIS PARA FORTALECIMENTO DE INICIATIVAS EMPREENDEDORAS NA ÁREA DO PESCADO E AGRICULTURA FAMILIAR DO TERRITÓRIO DO MATO GRANDE/RN";"EQUIP. MATERIAL PERMANENTE";"R$        59.176,00";
"6476";"CAPACITAÇÃO DAS MULHERES RURAIS PARA FORTALECIMENTO DE INICIATIVAS EMPREENDEDORAS NA ÁREA DO PESCADO E AGRICULTURA FAMILIAR DO TERRITÓRIO DO MATO GRANDE/RN";"MAT. CONSUMO";"R$           906,84";
"6476";"CAPACITAÇÃO DAS MULHERES RURAIS PARA FORTALECIMENTO DE INICIATIVAS EMPREENDEDORAS NA ÁREA DO PESCADO E AGRICULTURA FAMILIAR DO TERRITÓRIO DO MATO GRANDE/RN";"PASSAGENS";"R$           278,27";
"6476";"CAPACITAÇÃO DAS MULHERES RURAIS PARA FORTALECIMENTO DE INICIATIVAS EMPREENDEDORAS NA ÁREA DO PESCADO E AGRICULTURA FAMILIAR DO TERRITÓRIO DO MATO GRANDE/RN";"SERV. PESSOA FÍSICA";"R$        11.344,90";
"6476";"CAPACITAÇÃO DAS MULHERES RURAIS PARA FORTALECIMENTO DE INICIATIVAS EMPREENDEDORAS NA ÁREA DO PESCADO E AGRICULTURA FAMILIAR DO TERRITÓRIO DO MATO GRANDE/RN";"SERV. PESSOA JURÍDICA";"R$        19.473,78";
"6849";"CAPACITAÇÃO DE GESTORES NA ELABORAÇÃO, EXECUÇÃO E AVALIAÇÃO DE PROGRAMAS E PROJETOS EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"AUX. FINANCEIRO ESTUDANTE";"R$           630,00";
"6849";"CAPACITAÇÃO DE GESTORES NA ELABORAÇÃO, EXECUÇÃO E AVALIAÇÃO DE PROGRAMAS E PROJETOS EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"CUSTEIO";"R$         8.629,92";
"6849";"CAPACITAÇÃO DE GESTORES NA ELABORAÇÃO, EXECUÇÃO E AVALIAÇÃO DE PROGRAMAS E PROJETOS EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"DIÁRIAS";"R$             0,00";
"6849";"CAPACITAÇÃO DE GESTORES NA ELABORAÇÃO, EXECUÇÃO E AVALIAÇÃO DE PROGRAMAS E PROJETOS EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"MAT. CONSUMO";"R$            90,60";
"6849";"CAPACITAÇÃO DE GESTORES NA ELABORAÇÃO, EXECUÇÃO E AVALIAÇÃO DE PROGRAMAS E PROJETOS EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"SERV. PESSOA JURÍDICA";"R$         1.496,40";
"5183";"CAPACITAÇÃO DE NIVEL MEDIO EM ENFERMAGEM DO TRABALHO";"CUSTEIO";"R$        28.532,44";
"5183";"CAPACITAÇÃO DE NIVEL MEDIO EM ENFERMAGEM DO TRABALHO";"DIÁRIAS";"R$         1.621,52";
"5183";"CAPACITAÇÃO DE NIVEL MEDIO EM ENFERMAGEM DO TRABALHO";"SERV. PESSOA FÍSICA";"R$         7.800,00";
"5183";"CAPACITAÇÃO DE NIVEL MEDIO EM ENFERMAGEM DO TRABALHO";"SERV. PESSOA JURÍDICA";"R$        28.552,26";
"10297";"CAPACITAÇÃO DE PROFISSIONAIS EM MUSEUS DO RIO GRANDE DO NORTE.";"CUSTEIO";"R$         1.593,00";
"10297";"CAPACITAÇÃO DE PROFISSIONAIS EM MUSEUS DO RIO GRANDE DO NORTE.";"DIÁRIAS";"R$         1.249,44";
"10297";"CAPACITAÇÃO DE PROFISSIONAIS EM MUSEUS DO RIO GRANDE DO NORTE.";"SERV. PESSOA JURÍDICA";"R$           330,00";
"8294";"CAPACITAÇÃO DE TÉCNICAS DE MONITORAMENTO QUALI-QUANTITATIVO DOS POÇOS TUBULARES NOS TERRENOS CRISTALINOS DO ENTORNO DO CAMPUS DE CURRAIS NOVOS/RN.";"AUX. FINANCEIRO ESTUDANTE";"R$           160,00";
